Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Avg_Reward_User_6	Avg_Reward_User_7	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Packet_Loss_Ratio_User_6	Packet_Loss_Ratio_User_7	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Avg_Loss_User_6	Avg_Loss_User_7
83000	11.1914	1.3927	1.3996	1.4017	1.3957	1.3972	1.4012	1.4061	1.3972	0.5378	0.5335	0.5336	0.5370	0.5363	0.5335	0.5304	0.5356	1.651974	1.675292	1.680833	1.652867	1.682220	1.662800	1.668760	1.631667
84000	11.1918	1.3933	1.3992	1.4017	1.3960	1.3972	1.4014	1.4064	1.3965	0.5376	0.5337	0.5336	0.5370	0.5364	0.5334	0.5303	0.5357	1.650994	1.674785	1.680695	1.651274	1.683185	1.661825	1.667304	1.631668
85000	11.1909	1.3933	1.4002	1.4012	1.3961	1.3966	1.4012	1.4061	1.3963	0.5376	0.5335	0.5337	0.5367	0.5366	0.5334	0.5305	0.5357	1.650174	1.674376	1.680375	1.649501	1.683930	1.660579	1.665728	1.631700
86000	11.1927	1.3933	1.4009	1.4017	1.3961	1.3962	1.4015	1.4061	1.3968	0.5376	0.5333	0.5336	0.5368	0.5367	0.5334	0.5304	0.5356	1.649732	1.674249	1.680175	1.647994	1.684845	1.659584	1.664378	1.632051
87000	11.1942	1.3932	1.4020	1.4018	1.3957	1.3968	1.4020	1.4063	1.3964	0.5377	0.5330	0.5336	0.5371	0.5366	0.5333	0.5303	0.5356	1.649490	1.674233	1.679708	1.646266	1.686003	1.658415	1.662959	1.632613
88000	11.1942	1.3927	1.4021	1.4019	1.3954	1.3970	1.4019	1.4063	1.3969	0.5378	0.5329	0.5335	0.5371	0.5364	0.5334	0.5303	0.5353	1.648981	1.674068	1.679443	1.644780	1.687025	1.657096	1.661886	1.633020
89000	11.1961	1.3928	1.4025	1.4020	1.3957	1.3970	1.4026	1.4061	1.3972	0.5376	0.5329	0.5336	0.5371	0.5363	0.5331	0.5303	0.5352	1.648463	1.673773	1.679007	1.643085	1.687532	1.655890	1.660893	1.633059
90000	11.1961	1.3922	1.4022	1.4022	1.3962	1.3971	1.4024	1.4063	1.3975	0.5379	0.5330	0.5334	0.5370	0.5362	0.5331	0.5303	0.5351	1.647644	1.673068	1.678372	1.641797	1.688053	1.654501	1.659871	1.632857
91000	11.1976	1.3923	1.4018	1.4025	1.3966	1.3976	1.4023	1.4067	1.3979	0.5379	0.5332	0.5333	0.5368	0.5361	0.5331	0.5303	0.5349	1.656747	1.683842	1.687921	1.650459	1.697177	1.665461	1.671009	1.643636
92000	11.1964	1.3922	1.4016	1.4023	1.3959	1.3977	1.4025	1.4064	1.3978	0.5378	0.5333	0.5333	0.5369	0.5359	0.5329	0.5304	0.5350	1.658486	1.684572	1.689302	1.651592	1.698016	1.666891	1.672772	1.644613
93000	11.1973	1.3925	1.4016	1.4029	1.3963	1.3972	1.4026	1.4063	1.3979	0.5379	0.5333	0.5333	0.5368	0.5361	0.5328	0.5304	0.5350	1.658687	1.683606	1.689148	1.651365	1.697434	1.666667	1.672975	1.643905
94000	11.1994	1.3926	1.4019	1.4033	1.3968	1.3977	1.4026	1.4062	1.3982	0.5378	0.5332	0.5331	0.5366	0.5358	0.5327	0.5304	0.5350	1.657990	1.681913	1.688422	1.650461	1.696184	1.665637	1.672568	1.642462
95000	11.2004	1.3933	1.4017	1.4036	1.3967	1.3976	1.4029	1.4065	1.3982	0.5375	0.5332	0.5330	0.5363	0.5356	0.5326	0.5305	0.5351	1.656902	1.679927	1.687209	1.649584	1.694507	1.664371	1.671975	1.640656
96000	11.2007	1.3929	1.4019	1.4039	1.3968	1.3973	1.4033	1.4066	1.3980	0.5376	0.5332	0.5329	0.5363	0.5357	0.5325	0.5305	0.5352	1.655749	1.677665	1.685737	1.648665	1.692807	1.662730	1.671221	1.638545
97000	11.2008	1.3928	1.4020	1.4035	1.3968	1.3975	1.4034	1.4065	1.3985	0.5377	0.5331	0.5332	0.5361	0.5356	0.5326	0.5305	0.5351	1.654686	1.675372	1.684280	1.648050	1.691049	1.661160	1.670619	1.636569
98000	11.2030	1.3931	1.4021	1.4036	1.3972	1.3980	1.4036	1.4067	1.3988	0.5375	0.5330	0.5332	0.5359	0.5353	0.5326	0.5304	0.5350	1.653440	1.673048	1.683000	1.647633	1.689606	1.659842	1.670021	1.634730
99000	11.2016	1.3928	1.4025	1.4034	1.3976	1.3979	1.4035	1.4069	1.3971	0.5378	0.5328	0.5332	0.5359	0.5351	0.5326	0.5305	0.5355	1.652370	1.670475	1.681666	1.647445	1.688164	1.659617	1.669568	1.633437
100000	11.2003	1.3922	1.4030	1.4036	1.3969	1.3980	1.4034	1.4070	1.3961	0.5381	0.5327	0.5332	0.5362	0.5351	0.5326	0.5305	0.5358	1.651380	1.667882	1.680428	1.647420	1.687015	1.659895	1.669238	1.632431
101000	11.2032	1.3924	1.4034	1.4042	1.3974	1.3985	1.4038	1.4070	1.3965	0.5381	0.5326	0.5330	0.5360	0.5351	0.5325	0.5304	0.5357	1.662027	1.678106	1.689975	1.658257	1.698218	1.671655	1.679962	1.644246
102000	11.2027	1.3925	1.4030	1.4040	1.3974	1.3983	1.4044	1.4070	1.3962	0.5381	0.5325	0.5330	0.5360	0.5350	0.5323	0.5304	0.5358	1.662408	1.678090	1.690670	1.659477	1.699029	1.674748	1.681569	1.645476
103000	11.2037	1.3928	1.4032	1.4042	1.3973	1.3983	1.4043	1.4072	1.3965	0.5381	0.5324	0.5330	0.5359	0.5351	0.5324	0.5302	0.5358	1.661413	1.676422	1.690028	1.659051	1.698235	1.675824	1.681509	1.644978
104000	11.2043	1.3930	1.4037	1.4044	1.3977	1.3979	1.4043	1.4072	1.3962	0.5380	0.5323	0.5330	0.5359	0.5352	0.5323	0.5301	0.5358	1.659756	1.674370	1.688973	1.658032	1.696860	1.675988	1.681018	1.643718
105000	11.2050	1.3928	1.4038	1.4048	1.3980	1.3979	1.4044	1.4071	1.3962	0.5380	0.5322	0.5330	0.5358	0.5353	0.5323	0.5301	0.5358	1.657742	1.672140	1.687351	1.656572	1.695003	1.675658	1.679975	1.641905
106000	11.2071	1.3932	1.4038	1.4049	1.3984	1.3985	1.4049	1.4071	1.3962	0.5379	0.5324	0.5330	0.5358	0.5352	0.5321	0.5302	0.5359	1.655398	1.669670	1.685312	1.654776	1.692748	1.674847	1.678619	1.640256
107000	11.2063	1.3932	1.4034	1.4051	1.3985	1.3983	1.4051	1.4066	1.3961	0.5379	0.5326	0.5328	0.5358	0.5351	0.5322	0.5303	0.5361	1.653170	1.667209	1.683364	1.653345	1.690873	1.674192	1.677464	1.638870
108000	11.2076	1.3926	1.4040	1.4054	1.3986	1.3986	1.4055	1.4067	1.3961	0.5382	0.5324	0.5327	0.5358	0.5350	0.5321	0.5302	0.5360	1.650747	1.664724	1.681264	1.651953	1.688988	1.673628	1.675921	1.637564
109000	11.2081	1.3924	1.4042	1.4057	1.3985	1.3988	1.4054	1.4066	1.3965	0.5384	0.5324	0.5327	0.5358	0.5350	0.5321	0.5303	0.5359	1.648473	1.662298	1.679193	1.650627	1.687179	1.673236	1.674560	1.636561
110000	11.2085	1.3918	1.4043	1.4061	1.3986	1.3988	1.4056	1.4069	1.3964	0.5387	0.5326	0.5326	0.5357	0.5351	0.5321	0.5302	0.5359	1.646118	1.659814	1.677192	1.649301	1.685264	1.672872	1.672988	1.635473
111000	11.2093	1.3924	1.4043	1.4063	1.3986	1.3988	1.4057	1.4068	1.3965	0.5386	0.5325	0.5325	0.5356	0.5352	0.5320	0.5302	0.5360	1.655914	1.669446	1.684953	1.657596	1.694248	1.681622	1.682007	1.645185
112000	11.2093	1.3922	1.4044	1.4064	1.3991	1.3987	1.4056	1.4067	1.3960	0.5387	0.5325	0.5326	0.5356	0.5352	0.5320	0.5301	0.5361	1.656834	1.670003	1.685583	1.658563	1.695287	1.683428	1.683315	1.646487
113000	11.2095	1.3924	1.4045	1.4064	1.3995	1.3989	1.4052	1.4069	1.3958	0.5387	0.5325	0.5326	0.5354	0.5352	0.5321	0.5301	0.5361	1.656314	1.668849	1.684905	1.658424	1.695117	1.684262	1.683256	1.646374
114000	11.2106	1.3929	1.4048	1.4062	1.3995	1.3990	1.4050	1.4074	1.3959	0.5385	0.5324	0.5325	0.5354	0.5352	0.5321	0.5300	0.5362	1.655348	1.667232	1.683577	1.657737	1.694523	1.684449	1.682565	1.645843
115000	11.2118	1.3933	1.4050	1.4063	1.3997	1.3994	1.4049	1.4070	1.3962	0.5384	0.5323	0.5325	0.5352	0.5350	0.5323	0.5300	0.5359	1.654413	1.665466	1.681959	1.657170	1.693331	1.684244	1.681678	1.645277
116000	11.2121	1.3934	1.4049	1.4064	1.3997	1.3994	1.4048	1.4075	1.3961	0.5383	0.5324	0.5324	0.5354	0.5349	0.5323	0.5298	0.5361	1.653565	1.663550	1.680331	1.656714	1.692029	1.683996	1.680532	1.644833
117000	11.2141	1.3939	1.4049	1.4068	1.4001	1.3993	1.4049	1.4079	1.3965	0.5382	0.5323	0.5322	0.5354	0.5350	0.5322	0.5298	0.5359	1.652595	1.661732	1.678678	1.655857	1.690634	1.683840	1.679155	1.644453
118000	11.2143	1.3937	1.4046	1.4070	1.3999	1.4000	1.4045	1.4081	1.3964	0.5382	0.5324	0.5321	0.5355	0.5347	0.5323	0.5297	0.5359	1.651568	1.659919	1.676744	1.655136	1.689131	1.683514	1.677706	1.643842
119000	11.2151	1.3943	1.4046	1.4071	1.4002	1.4001	1.4046	1.4082	1.3960	0.5380	0.5324	0.5320	0.5354	0.5347	0.5323	0.5298	0.5359	1.650388	1.658231	1.674841	1.654435	1.687448	1.683264	1.676202	1.643271
120000	11.2126	1.3936	1.4046	1.4071	1.3999	1.3999	1.4048	1.4080	1.3947	0.5383	0.5323	0.5321	0.5354	0.5348	0.5323	0.5299	0.5363	1.649255	1.656579	1.672973	1.653756	1.685512	1.683123	1.674740	1.642804
121000	11.2128	1.3940	1.4044	1.4073	1.3999	1.3997	1.4049	1.4080	1.3945	0.5382	0.5323	0.5321	0.5354	0.5348	0.5323	0.5300	0.5363	1.658337	1.665784	1.681256	1.662037	1.695014	1.692197	1.683870	1.651339
122000	11.2143	1.3941	1.4047	1.4075	1.4000	1.3998	1.4051	1.4083	1.3949	0.5381	0.5322	0.5320	0.5354	0.5348	0.5322	0.5299	0.5362	1.659121	1.667153	1.681522	1.662931	1.695600	1.694082	1.684633	1.652854
123000	11.2154	1.3940	1.4048	1.4078	1.3999	1.3998	1.4054	1.4082	1.3956	0.5380	0.5323	0.5320	0.5354	0.5347	0.5322	0.5300	0.5359	1.658981	1.667230	1.681038	1.662706	1.695141	1.694909	1.684590	1.653240
124000	11.2150	1.3941	1.4047	1.4075	1.3998	1.4000	1.4054	1.4079	1.3957	0.5381	0.5323	0.5321	0.5355	0.5345	0.5322	0.5300	0.5359	1.658291	1.666601	1.680088	1.661763	1.694172	1.695409	1.683968	1.653360
125000	11.2158	1.3940	1.4044	1.4076	1.3998	1.4004	1.4059	1.4082	1.3955	0.5381	0.5325	0.5320	0.5355	0.5343	0.5320	0.5299	0.5358	1.657193	1.665737	1.678858	1.660307	1.692825	1.695674	1.683102	1.652967
126000	11.2159	1.3942	1.4043	1.4078	1.3998	1.4007	1.4062	1.4080	1.3949	0.5381	0.5325	0.5320	0.5354	0.5342	0.5318	0.5299	0.5362	1.655747	1.664611	1.677596	1.658509	1.691263	1.695684	1.682152	1.652415
127000	11.2148	1.3938	1.4048	1.4076	1.3995	1.4005	1.4061	1.4081	1.3945	0.5383	0.5323	0.5320	0.5353	0.5342	0.5319	0.5297	0.5364	1.654528	1.663615	1.676414	1.656657	1.689764	1.695880	1.681359	1.652055
128000	11.2152	1.3935	1.4046	1.4079	1.3996	1.4006	1.4064	1.4080	1.3946	0.5385	0.5324	0.5319	0.5351	0.5342	0.5318	0.5297	0.5364	1.653284	1.662874	1.675206	1.654861	1.688302	1.696212	1.680834	1.651953
129000	11.2143	1.3931	1.4046	1.4080	1.3994	1.4006	1.4064	1.4081	1.3942	0.5386	0.5323	0.5319	0.5352	0.5342	0.5318	0.5296	0.5365	1.652250	1.662484	1.674078	1.653973	1.686935	1.696279	1.680458	1.652326
130000	11.2150	1.3929	1.4047	1.4080	1.3994	1.4009	1.4065	1.4082	1.3943	0.5386	0.5322	0.5319	0.5353	0.5340	0.5318	0.5294	0.5365	1.651444	1.662202	1.672986	1.653438	1.685440	1.696177	1.680366	1.652697
131000	11.2157	1.3930	1.4050	1.4077	1.3997	1.4011	1.4064	1.4081	1.3946	0.5386	0.5321	0.5319	0.5352	0.5340	0.5319	0.5293	0.5364	1.658455	1.669102	1.679247	1.661838	1.692392	1.704500	1.686818	1.660140
132000	11.2158	1.3935	1.4052	1.4077	1.3994	1.4014	1.4063	1.4081	1.3944	0.5384	0.5320	0.5320	0.5353	0.5338	0.5319	0.5294	0.5365	1.659820	1.670338	1.679692	1.663229	1.693261	1.706780	1.688758	1.661873
133000	11.2160	1.3935	1.4054	1.4076	1.3993	1.4014	1.4065	1.4078	1.3946	0.5385	0.5320	0.5320	0.5353	0.5338	0.5317	0.5295	0.5364	1.659952	1.670468	1.679044	1.663398	1.693067	1.707710	1.689716	1.662207
134000	11.2172	1.3939	1.4056	1.4073	1.3996	1.4017	1.4066	1.4078	1.3948	0.5384	0.5319	0.5321	0.5352	0.5339	0.5316	0.5296	0.5364	1.659538	1.670028	1.677760	1.662951	1.692203	1.707629	1.690055	1.661887
135000	11.2168	1.3941	1.4055	1.4072	1.3997	1.4018	1.4066	1.4072	1.3947	0.5382	0.5319	0.5322	0.5353	0.5339	0.5316	0.5297	0.5363	1.658742	1.669240	1.676105	1.662183	1.690901	1.707320	1.689922	1.661191
136000	11.2166	1.3941	1.4056	1.4071	1.3996	1.4016	1.4064	1.4073	1.3949	0.5382	0.5320	0.5322	0.5352	0.5338	0.5316	0.5297	0.5362	1.657674	1.668170	1.674365	1.661292	1.689103	1.706758	1.689598	1.660048
137000	11.2168	1.3943	1.4058	1.4071	1.3993	1.4015	1.4062	1.4075	1.3951	0.5383	0.5320	0.5322	0.5353	0.5338	0.5317	0.5296	0.5362	1.656485	1.667058	1.672668	1.660297	1.687057	1.706261	1.688921	1.658779
138000	11.2171	1.3942	1.4059	1.4072	1.3993	1.4014	1.4063	1.4077	1.3951	0.5382	0.5318	0.5322	0.5353	0.5339	0.5317	0.5295	0.5362	1.655320	1.665915	1.670818	1.659481	1.684939	1.705669	1.688120	1.657741
139000	11.2171	1.3941	1.4061	1.4067	1.3993	1.4017	1.4063	1.4077	1.3952	0.5382	0.5318	0.5323	0.5353	0.5338	0.5317	0.5295	0.5362	1.654364	1.664991	1.669034	1.658871	1.682799	1.704986	1.687463	1.657003
140000	11.2174	1.3942	1.4059	1.4069	1.3995	1.4016	1.4063	1.4079	1.3950	0.5381	0.5318	0.5322	0.5353	0.5339	0.5317	0.5295	0.5362	1.653437	1.664479	1.667024	1.658442	1.680593	1.704381	1.686799	1.656258
141000	11.2187	1.3942	1.4059	1.4073	1.3998	1.4018	1.4064	1.4079	1.3954	0.5381	0.5317	0.5321	0.5351	0.5338	0.5318	0.5296	0.5361	1.660517	1.672732	1.674562	1.665695	1.688488	1.711842	1.694730	1.664320
142000	11.2202	1.3946	1.4060	1.4074	1.4002	1.4019	1.4061	1.4081	1.3958	0.5379	0.5316	0.5321	0.5351	0.5339	0.5319	0.5295	0.5360	1.661166	1.673992	1.674191	1.666511	1.688258	1.712163	1.695522	1.664940
143000	11.2215	1.3948	1.4062	1.4076	1.4004	1.4019	1.4062	1.4086	1.3957	0.5378	0.5315	0.5321	0.5350	0.5339	0.5317	0.5294	0.5360	1.661417	1.674078	1.673109	1.666454	1.687547	1.711731	1.695263	1.664766
144000	11.2222	1.3950	1.4064	1.4077	1.4005	1.4022	1.4060	1.4085	1.3959	0.5377	0.5315	0.5321	0.5350	0.5338	0.5318	0.5294	0.5359	1.661048	1.673568	1.671818	1.666021	1.686352	1.710878	1.694487	1.664321
145000	11.2214	1.3951	1.4063	1.4073	1.4004	1.4024	1.4060	1.4082	1.3957	0.5376	0.5315	0.5322	0.5348	0.5338	0.5318	0.5294	0.5359	1.660408	1.672779	1.670241	1.665329	1.684867	1.709763	1.693498	1.663503
146000	11.2227	1.3954	1.4064	1.4072	1.4007	1.4022	1.4061	1.4085	1.3962	0.5374	0.5315	0.5322	0.5347	0.5338	0.5317	0.5294	0.5358	1.659567	1.672014	1.668513	1.664559	1.683391	1.708666	1.692234	1.662506
147000	11.2235	1.3959	1.4065	1.4070	1.4008	1.4023	1.4063	1.4087	1.3961	0.5373	0.5314	0.5323	0.5347	0.5337	0.5317	0.5293	0.5358	1.658501	1.671288	1.666695	1.663539	1.681923	1.707423	1.690780	1.661622
148000	11.2229	1.3958	1.4062	1.4069	1.4006	1.4020	1.4064	1.4088	1.3962	0.5372	0.5314	0.5323	0.5348	0.5337	0.5316	0.5293	0.5359	1.657313	1.670754	1.664800	1.662449	1.680299	1.706085	1.689284	1.660841
149000	11.2211	1.3953	1.4055	1.4066	1.4005	1.4017	1.4066	1.4088	1.3960	0.5373	0.5316	0.5323	0.5348	0.5339	0.5316	0.5294	0.5359	1.655969	1.670178	1.663021	1.661424	1.678645	1.704863	1.687704	1.660243
150000	11.2206	1.3954	1.4053	1.4063	1.4007	1.4017	1.4068	1.4088	1.3956	0.5373	0.5317	0.5325	0.5349	0.5339	0.5315	0.5295	0.5360	1.654703	1.669867	1.661130	1.660422	1.677099	1.703705	1.686049	1.659640
151000	11.2217	1.3955	1.4056	1.4063	1.4009	1.4020	1.4070	1.4087	1.3957	0.5372	0.5317	0.5325	0.5349	0.5339	0.5314	0.5295	0.5359	1.661864	1.677184	1.668887	1.667514	1.684341	1.711081	1.693974	1.667455
152000	11.2217	1.3958	1.4060	1.4062	1.4008	1.4019	1.4070	1.4083	1.3956	0.5371	0.5317	0.5324	0.5349	0.5338	0.5314	0.5296	0.5360	1.663126	1.678370	1.669679	1.669216	1.685114	1.711759	1.694659	1.669373
153000	11.2222	1.3962	1.4060	1.4062	1.4007	1.4022	1.4070	1.4083	1.3956	0.5370	0.5316	0.5324	0.5348	0.5338	0.5314	0.5295	0.5359	1.663438	1.678429	1.669706	1.669886	1.684830	1.711377	1.694215	1.670450
154000	11.2224	1.3964	1.4063	1.4060	1.4007	1.4023	1.4072	1.4081	1.3954	0.5370	0.5316	0.5325	0.5349	0.5337	0.5314	0.5295	0.5361	1.663240	1.677931	1.669035	1.669902	1.684068	1.710264	1.693241	1.670681
155000	11.2212	1.3967	1.4061	1.4052	1.4004	1.4026	1.4071	1.4083	1.3948	0.5370	0.5317	0.5329	0.5349	0.5337	0.5314	0.5295	0.5363	1.662854	1.677438	1.668297	1.669581	1.683057	1.708945	1.692182	1.670480
156000	11.2203	1.3967	1.4060	1.4051	1.4001	1.4026	1.4072	1.4082	1.3943	0.5370	0.5318	0.5330	0.5350	0.5337	0.5313	0.5295	0.5365	1.662318	1.676655	1.667412	1.669175	1.681988	1.707314	1.691042	1.669870
157000	11.2207	1.3967	1.4064	1.4050	1.4000	1.4027	1.4070	1.4086	1.3944	0.5370	0.5316	0.5331	0.5351	0.5337	0.5314	0.5294	0.5365	1.661693	1.675911	1.666390	1.668746	1.681040	1.705747	1.690297	1.669192
158000	11.2206	1.3971	1.4064	1.4047	1.4003	1.4025	1.4069	1.4083	1.3942	0.5369	0.5315	0.5331	0.5349	0.5337	0.5314	0.5294	0.5366	1.660841	1.675197	1.665259	1.668286	1.679872	1.704082	1.689351	1.668335
159000	11.2213	1.3971	1.4065	1.4050	1.4005	1.4028	1.4068	1.4085	1.3941	0.5369	0.5314	0.5330	0.5349	0.5336	0.5314	0.5294	0.5366	1.659957	1.674673	1.664093	1.667888	1.678680	1.702372	1.688522	1.667269
160000	11.2208	1.3976	1.4061	1.4050	1.4005	1.4025	1.4067	1.4084	1.3941	0.5368	0.5316	0.5330	0.5348	0.5338	0.5315	0.5294	0.5366	1.659105	1.674278	1.662886	1.667568	1.677265	1.700815	1.687678	1.666262
161000	11.2217	1.3977	1.4064	1.4050	1.4006	1.4025	1.4067	1.4086	1.3942	0.5368	0.5315	0.5330	0.5347	0.5337	0.5315	0.5294	0.5366	1.665472	1.680714	1.670030	1.674063	1.683744	1.707135	1.694448	1.673110
162000	11.2224	1.3978	1.4066	1.4048	1.4010	1.4028	1.4068	1.4085	1.3941	0.5369	0.5315	0.5331	0.5345	0.5336	0.5315	0.5294	0.5366	1.666159	1.681665	1.671237	1.674902	1.684747	1.707442	1.696128	1.674121
163000	11.2228	1.3981	1.4066	1.4049	1.4011	1.4026	1.4070	1.4086	1.3939	0.5368	0.5314	0.5331	0.5345	0.5336	0.5314	0.5293	0.5366	1.665964	1.681522	1.671312	1.674743	1.684799	1.706682	1.696879	1.673958
164000	11.2223	1.3982	1.4066	1.4047	1.4010	1.4024	1.4070	1.4086	1.3938	0.5367	0.5314	0.5331	0.5344	0.5336	0.5314	0.5293	0.5366	1.665329	1.680818	1.671004	1.674080	1.684409	1.705466	1.697197	1.673288
165000	11.2220	1.3981	1.4065	1.4045	1.4008	1.4023	1.4070	1.4086	1.3941	0.5368	0.5315	0.5332	0.5344	0.5338	0.5314	0.5294	0.5366	1.664490	1.679810	1.670585	1.673213	1.683763	1.704023	1.697360	1.672525
166000	11.2216	1.3982	1.4063	1.4039	1.4010	1.4023	1.4072	1.4086	1.3941	0.5367	0.5316	0.5335	0.5344	0.5338	0.5313	0.5294	0.5365	1.663486	1.678699	1.670071	1.672134	1.682996	1.702550	1.697233	1.671538
167000	11.2212	1.3981	1.4062	1.4035	1.4011	1.4022	1.4074	1.4085	1.3942	0.5367	0.5316	0.5338	0.5343	0.5339	0.5312	0.5294	0.5365	1.662383	1.677415	1.669674	1.671107	1.682040	1.700936	1.697209	1.670582
168000	11.2191	1.3981	1.4060	1.4023	1.4010	1.4017	1.4073	1.4081	1.3945	0.5366	0.5317	0.5343	0.5343	0.5341	0.5312	0.5295	0.5364	1.661316	1.676134	1.669587	1.670117	1.680817	1.699266	1.697084	1.669762
169000	11.2173	1.3981	1.4053	1.4011	1.4009	1.4019	1.4074	1.4080	1.3947	0.5367	0.5320	0.5349	0.5342	0.5340	0.5311	0.5296	0.5362	1.660418	1.674925	1.669653	1.669506	1.679586	1.697921	1.697174	1.669145
170000	11.2170	1.3979	1.4052	1.4005	1.4007	1.4021	1.4075	1.4081	1.3950	0.5368	0.5321	0.5351	0.5343	0.5339	0.5310	0.5296	0.5361	1.659534	1.673697	1.669592	1.668896	1.678250	1.696424	1.697069	1.668460
171000	11.2169	1.3979	1.4051	1.4004	1.4009	1.4022	1.4073	1.4082	1.3950	0.5368	0.5322	0.5352	0.5343	0.5339	0.5310	0.5295	0.5362	1.665472	1.680083	1.675338	1.674164	1.683448	1.701801	1.703339	1.674203
172000	11.2182	1.3984	1.4053	1.4003	1.4011	1.4021	1.4076	1.4082	1.3952	0.5366	0.5322	0.5353	0.5343	0.5339	0.5310	0.5295	0.5362	1.665959	1.680467	1.676018	1.674346	1.683623	1.701597	1.704363	1.674606
173000	11.2177	1.3981	1.4053	1.4002	1.4012	1.4022	1.4078	1.4079	1.3950	0.5367	0.5323	0.5352	0.5343	0.5339	0.5310	0.5295	0.5363	1.665704	1.679973	1.675765	1.673804	1.683089	1.700630	1.704515	1.674060
174000	11.2175	1.3981	1.4052	1.4001	1.4013	1.4020	1.4077	1.4079	1.3951	0.5366	0.5323	0.5354	0.5342	0.5339	0.5311	0.5294	0.5363	1.665388	1.679127	1.675445	1.673054	1.682361	1.699336	1.704292	1.673365
175000	11.2173	1.3981	1.4053	1.3999	1.4014	1.4019	1.4079	1.4078	1.3949	0.5366	0.5323	0.5356	0.5343	0.5340	0.5311	0.5294	0.5362	1.664704	1.678077	1.674865	1.672107	1.681407	1.697971	1.703962	1.672532
176000	11.2170	1.3981	1.4053	1.3997	1.4014	1.4020	1.4079	1.4077	1.3950	0.5366	0.5323	0.5357	0.5342	0.5339	0.5310	0.5295	0.5362	1.663907	1.677016	1.674140	1.671176	1.680412	1.696693	1.703566	1.671648
177000	11.2169	1.3983	1.4052	1.3994	1.4013	1.4020	1.4080	1.4077	1.3950	0.5365	0.5324	0.5357	0.5342	0.5338	0.5310	0.5296	0.5362	1.662956	1.676083	1.673208	1.670355	1.679507	1.695449	1.703075	1.670798
178000	11.2166	1.3984	1.4048	1.3992	1.4013	1.4021	1.4079	1.4079	1.3950	0.5365	0.5327	0.5359	0.5342	0.5337	0.5310	0.5295	0.5363	1.661981	1.675265	1.672096	1.669672	1.678630	1.694190	1.702529	1.669793
179000	11.2160	1.3986	1.4046	1.3990	1.4015	1.4021	1.4077	1.4078	1.3947	0.5364	0.5327	0.5359	0.5341	0.5338	0.5311	0.5295	0.5364	1.660969	1.674474	1.670964	1.668985	1.677668	1.692996	1.701825	1.668750
180000	11.2148	1.3987	1.4036	1.3990	1.4015	1.4022	1.4078	1.4077	1.3942	0.5363	0.5331	0.5358	0.5341	0.5338	0.5311	0.5296	0.5367	1.659663	1.673611	1.669744	1.668157	1.676602	1.691718	1.701012	1.667594
181000	11.2155	1.3989	1.4038	1.3989	1.4017	1.4022	1.4076	1.4079	1.3945	0.5363	0.5330	0.5358	0.5340	0.5338	0.5312	0.5296	0.5365	1.665136	1.679988	1.675864	1.673680	1.682394	1.696917	1.706710	1.673239
182000	11.2156	1.3987	1.4038	1.3991	1.4017	1.4023	1.4076	1.4080	1.3945	0.5362	0.5331	0.5357	0.5341	0.5338	0.5312	0.5295	0.5366	1.665008	1.680551	1.675918	1.674096	1.682757	1.696880	1.707255	1.673721
183000	11.2158	1.3988	1.4037	1.3993	1.4016	1.4024	1.4075	1.4079	1.3946	0.5362	0.5331	0.5356	0.5341	0.5337	0.5313	0.5295	0.5365	1.664313	1.680172	1.675147	1.673803	1.682365	1.696483	1.707021	1.673404
184000	11.2161	1.3989	1.4037	1.3990	1.4019	1.4022	1.4075	1.4080	1.3949	0.5362	0.5331	0.5358	0.5341	0.5337	0.5313	0.5295	0.5364	1.663339	1.679451	1.674153	1.673223	1.681781	1.696116	1.706542	1.673029
185000	11.2156	1.3989	1.4036	1.3986	1.4021	1.4020	1.4075	1.4079	1.3951	0.5361	0.5331	0.5360	0.5340	0.5338	0.5313	0.5297	0.5364	1.662212	1.678572	1.673132	1.672585	1.680999	1.695653	1.706049	1.672616
186000	11.2144	1.3991	1.4031	1.3975	1.4019	1.4021	1.4074	1.4080	1.3953	0.5362	0.5333	0.5364	0.5340	0.5337	0.5313	0.5296	0.5362	1.661337	1.677717	1.672136	1.672029	1.680386	1.695365	1.705627	1.672597
187000	11.2134	1.3992	1.4026	1.3968	1.4015	1.4023	1.4076	1.4081	1.3953	0.5362	0.5335	0.5366	0.5341	0.5337	0.5312	0.5296	0.5362	1.660472	1.676799	1.671070	1.671471	1.679802	1.695182	1.705142	1.672742
188000	11.2115	1.3992	1.4020	1.3963	1.4013	1.4023	1.4077	1.4081	1.3946	0.5361	0.5337	0.5370	0.5342	0.5336	0.5312	0.5296	0.5365	1.659603	1.675831	1.669884	1.670876	1.679175	1.694791	1.704651	1.672741
