Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Count_Change
118000	1.7325	0.3152	0.3121	0.2698	0.2652	0.2639	0.3064	0.8977	0.8987	0.9130	0.9122	0.9181	0.9023	0.454928	0.451014	0.470714	0.454663	0.456867	0.456835	101
119000	1.7334	0.3148	0.3124	0.2704	0.2648	0.2638	0.3072	0.8978	0.8986	0.9128	0.9124	0.9181	0.9021	0.454904	0.450873	0.470612	0.454630	0.456905	0.456765	69
120000	1.7341	0.3145	0.3131	0.2707	0.2643	0.2638	0.3077	0.8979	0.8983	0.9128	0.9126	0.9180	0.9018	0.454859	0.450706	0.470513	0.454628	0.456888	0.456667	94
121000	1.7345	0.3141	0.3135	0.2707	0.2639	0.2636	0.3088	0.8980	0.8982	0.9128	0.9127	0.9184	0.9013	0.454903	0.450719	0.470426	0.454604	0.456964	0.456699	94
122000	1.7343	0.3135	0.3137	0.2707	0.2636	0.2631	0.3097	0.8982	0.8981	0.9128	0.9128	0.9187	0.9011	0.454819	0.450533	0.470252	0.454456	0.456892	0.456589	74
123000	1.7343	0.3130	0.3141	0.2709	0.2632	0.2627	0.3104	0.8983	0.8979	0.9126	0.9129	0.9188	0.9008	0.454753	0.450361	0.470124	0.454344	0.456832	0.456487	92
124000	1.7348	0.3125	0.3148	0.2711	0.2627	0.2625	0.3111	0.8984	0.8975	0.9126	0.9132	0.9188	0.9006	0.454659	0.450166	0.469988	0.454240	0.456761	0.456368	119
125000	1.7354	0.3121	0.3160	0.2714	0.2616	0.2625	0.3118	0.8986	0.8971	0.9125	0.9137	0.9188	0.9003	0.454571	0.449952	0.469971	0.454252	0.456693	0.456242	164
126000	1.7355	0.3116	0.3175	0.2714	0.2604	0.2624	0.3121	0.8987	0.8965	0.9127	0.9141	0.9189	0.9002	0.454682	0.449985	0.470037	0.454341	0.456744	0.456252	166
127000	1.7354	0.3109	0.3194	0.2711	0.2590	0.2625	0.3125	0.8990	0.8958	0.9130	0.9146	0.9188	0.9000	0.454710	0.449911	0.470000	0.454376	0.456742	0.456184	222
128000	1.7357	0.3099	0.3212	0.2711	0.2577	0.2625	0.3133	0.8994	0.8953	0.9129	0.9150	0.9189	0.8997	0.454717	0.449807	0.469934	0.454370	0.456700	0.456075	172
129000	1.7362	0.3089	0.3227	0.2714	0.2566	0.2625	0.3141	0.8997	0.8947	0.9128	0.9154	0.9189	0.8993	0.454741	0.449722	0.469896	0.454387	0.456666	0.455978	219
130000	1.7367	0.3081	0.3241	0.2716	0.2553	0.2627	0.3150	0.8999	0.8943	0.9128	0.9158	0.9187	0.8990	0.454779	0.449650	0.469890	0.454422	0.456665	0.455904	176
131000	1.7370	0.3077	0.3254	0.2716	0.2543	0.2625	0.3154	0.8999	0.8938	0.9127	0.9161	0.9188	0.8989	0.454993	0.449639	0.469947	0.454536	0.456636	0.455863	135
132000	1.7377	0.3076	0.3266	0.2718	0.2534	0.2623	0.3160	0.9000	0.8934	0.9126	0.9164	0.9188	0.8986	0.455152	0.449495	0.469883	0.454560	0.456540	0.455761	122
133000	1.7384	0.3076	0.3277	0.2718	0.2525	0.2621	0.3168	0.9000	0.8931	0.9126	0.9167	0.9189	0.8983	0.455303	0.449357	0.469824	0.454585	0.456471	0.455660	137
134000	1.7386	0.3075	0.3283	0.2715	0.2516	0.2619	0.3177	0.8999	0.8931	0.9127	0.9170	0.9189	0.8980	0.455435	0.449335	0.469739	0.454583	0.456419	0.455538	112
135000	1.7394	0.3077	0.3291	0.2713	0.2509	0.2619	0.3185	0.8999	0.8928	0.9128	0.9172	0.9189	0.8977	0.455592	0.449169	0.469630	0.454580	0.456410	0.455414	131
136000	1.7396	0.3073	0.3303	0.2710	0.2502	0.2619	0.3189	0.9002	0.8923	0.9129	0.9173	0.9188	0.8976	0.455709	0.449143	0.469694	0.454746	0.456363	0.455382	156
137000	1.7405	0.3066	0.3319	0.2707	0.2500	0.2618	0.3195	0.9003	0.8916	0.9129	0.9174	0.9188	0.8974	0.455815	0.449006	0.469786	0.454831	0.456269	0.455325	156
138000	1.7412	0.3059	0.3336	0.2703	0.2497	0.2617	0.3200	0.9005	0.8911	0.9131	0.9175	0.9188	0.8972	0.455933	0.448884	0.469842	0.454929	0.456220	0.455288	138
139000	1.7414	0.3051	0.3351	0.2700	0.2494	0.2614	0.3203	0.9008	0.8905	0.9131	0.9176	0.9189	0.8971	0.456039	0.448758	0.469870	0.455036	0.456174	0.455243	146
140000	1.7420	0.3044	0.3370	0.2699	0.2491	0.2610	0.3205	0.9010	0.8899	0.9132	0.9177	0.9190	0.8969	0.456128	0.448616	0.469877	0.455118	0.456117	0.455181	163
141000	1.7425	0.3038	0.3386	0.2697	0.2490	0.2608	0.3206	0.9012	0.8894	0.9132	0.9177	0.9190	0.8969	0.456195	0.448739	0.470170	0.455177	0.456213	0.455236	163
142000	1.7432	0.3033	0.3403	0.2694	0.2489	0.2606	0.3207	0.9014	0.8889	0.9133	0.9178	0.9191	0.8968	0.456233	0.448733	0.470405	0.455137	0.456244	0.455184	160
143000	1.7437	0.3027	0.3415	0.2696	0.2488	0.2603	0.3208	0.9015	0.8885	0.9132	0.9179	0.9192	0.8967	0.456312	0.448751	0.470645	0.455135	0.456312	0.455175	130
144000	1.7441	0.3021	0.3426	0.2696	0.2485	0.2602	0.3211	0.9017	0.8880	0.9132	0.9179	0.9191	0.8967	0.456376	0.448761	0.470882	0.455124	0.456362	0.455142	148
145000	1.7445	0.3015	0.3445	0.2693	0.2483	0.2599	0.3210	0.9018	0.8874	0.9133	0.9180	0.9192	0.8967	0.456443	0.448772	0.471179	0.455114	0.456410	0.455126	186
146000	1.7446	0.3008	0.3462	0.2688	0.2480	0.2597	0.3212	0.9021	0.8869	0.9134	0.9181	0.9192	0.8966	0.456487	0.448903	0.471256	0.455187	0.456543	0.455265	198
147000	1.7452	0.2999	0.3472	0.2688	0.2478	0.2594	0.3220	0.9024	0.8865	0.9134	0.9181	0.9193	0.8963	0.456489	0.448891	0.471224	0.455143	0.456558	0.455301	179
148000	1.7455	0.2991	0.3485	0.2683	0.2478	0.2593	0.3225	0.9026	0.8861	0.9136	0.9181	0.9193	0.8961	0.456519	0.448868	0.471224	0.455084	0.456532	0.455326	180
149000	1.7459	0.2983	0.3499	0.2677	0.2479	0.2592	0.3229	0.9029	0.8855	0.9139	0.9180	0.9193	0.8960	0.456494	0.448826	0.471213	0.455001	0.456469	0.455331	206
150000	1.7465	0.2975	0.3514	0.2670	0.2481	0.2593	0.3232	0.9031	0.8850	0.9141	0.9180	0.9192	0.8959	0.456489	0.448799	0.471238	0.454938	0.456413	0.455339	189
151000	1.7466	0.2967	0.3531	0.2661	0.2481	0.2592	0.3233	0.9034	0.8844	0.9144	0.9180	0.9192	0.8961	0.456542	0.448999	0.471269	0.454967	0.456525	0.455534	215
152000	1.7467	0.2957	0.3555	0.2649	0.2483	0.2591	0.3232	0.9037	0.8835	0.9148	0.9179	0.9192	0.8963	0.456531	0.449116	0.471219	0.454917	0.456562	0.455651	237
153000	1.7465	0.2948	0.3573	0.2637	0.2486	0.2590	0.3230	0.9039	0.8832	0.9151	0.9177	0.9192	0.8965	0.456504	0.449234	0.471146	0.454839	0.456566	0.455720	181
154000	1.7465	0.2943	0.3585	0.2629	0.2489	0.2588	0.3230	0.9041	0.8828	0.9154	0.9177	0.9192	0.8964	0.456512	0.449362	0.471118	0.454806	0.456593	0.455824	182
155000	1.7469	0.2938	0.3596	0.2621	0.2491	0.2587	0.3236	0.9042	0.8825	0.9156	0.9176	0.9193	0.8962	0.456489	0.449463	0.471050	0.454735	0.456576	0.455877	177
156000	1.7474	0.2935	0.3603	0.2615	0.2493	0.2585	0.3242	0.9042	0.8823	0.9157	0.9176	0.9193	0.8960	0.456970	0.449701	0.471055	0.454805	0.456754	0.456039	133
157000	1.7480	0.2934	0.3612	0.2611	0.2494	0.2584	0.3245	0.9043	0.8820	0.9158	0.9175	0.9192	0.8960	0.457304	0.449815	0.470961	0.454801	0.456810	0.456064	89
158000	1.7482	0.2933	0.3617	0.2607	0.2496	0.2586	0.3244	0.9043	0.8818	0.9160	0.9175	0.9192	0.8960	0.457592	0.449935	0.470878	0.454794	0.456866	0.456084	101
159000	1.7484	0.2932	0.3623	0.2602	0.2495	0.2585	0.3247	0.9044	0.8816	0.9161	0.9176	0.9192	0.8959	0.458393	0.450052	0.470798	0.454795	0.456922	0.456116	121
160000	1.7487	0.2931	0.3631	0.2597	0.2494	0.2586	0.3249	0.9044	0.8814	0.9163	0.9175	0.9191	0.8959	0.458788	0.450136	0.470745	0.454779	0.457146	0.456124	115
161000	1.7487	0.2935	0.3632	0.2592	0.2493	0.2586	0.3248	0.9042	0.8813	0.9165	0.9175	0.9191	0.8961	0.459021	0.450316	0.470710	0.454861	0.457285	0.456178	143
162000	1.7491	0.2939	0.3638	0.2586	0.2497	0.2585	0.3246	0.9041	0.8811	0.9168	0.9173	0.9193	0.8959	0.459150	0.450440	0.470618	0.454880	0.457241	0.456186	149
163000	1.7494	0.2939	0.3642	0.2582	0.2499	0.2582	0.3249	0.9041	0.8810	0.9169	0.9173	0.9193	0.8959	0.459259	0.450561	0.470515	0.454898	0.457221	0.456184	128
164000	1.7496	0.2939	0.3647	0.2581	0.2498	0.2581	0.3251	0.9042	0.8808	0.9169	0.9173	0.9194	0.8958	0.459327	0.450697	0.470403	0.454929	0.457217	0.456199	90
165000	1.7501	0.2935	0.3654	0.2579	0.2498	0.2580	0.3254	0.9043	0.8805	0.9170	0.9173	0.9194	0.8957	0.459401	0.450820	0.470315	0.454959	0.457247	0.456198	145
166000	1.7503	0.2932	0.3663	0.2575	0.2501	0.2579	0.3253	0.9043	0.8802	0.9170	0.9172	0.9195	0.8958	0.459496	0.451000	0.470334	0.455151	0.457393	0.456308	119
167000	1.7506	0.2930	0.3670	0.2573	0.2506	0.2578	0.3249	0.9044	0.8801	0.9171	0.9170	0.9197	0.8959	0.459519	0.451132	0.470273	0.455285	0.457429	0.456341	94
168000	1.7506	0.2926	0.3672	0.2570	0.2512	0.2578	0.3248	0.9046	0.8801	0.9172	0.9168	0.9198	0.8958	0.459529	0.451252	0.470196	0.455406	0.457458	0.456351	100
169000	1.7508	0.2922	0.3671	0.2569	0.2515	0.2577	0.3253	0.9047	0.8800	0.9172	0.9168	0.9200	0.8956	0.459564	0.451401	0.470160	0.455562	0.457498	0.456379	82
170000	1.7507	0.2918	0.3672	0.2568	0.2516	0.2576	0.3255	0.9048	0.8800	0.9172	0.9167	0.9202	0.8955	0.459568	0.451520	0.470095	0.455682	0.457518	0.456383	80
171000	1.7510	0.2912	0.3684	0.2565	0.2519	0.2574	0.3256	0.9050	0.8794	0.9173	0.9166	0.9202	0.8955	0.459659	0.451698	0.470092	0.455827	0.457644	0.456477	214
172000	1.7512	0.2906	0.3692	0.2563	0.2521	0.2575	0.3256	0.9052	0.8794	0.9174	0.9166	0.9201	0.8954	0.459679	0.451824	0.470057	0.455951	0.457710	0.456525	106
173000	1.7512	0.2902	0.3694	0.2559	0.2523	0.2576	0.3259	0.9054	0.8792	0.9176	0.9164	0.9201	0.8953	0.459671	0.451940	0.470043	0.456063	0.457760	0.456556	148
174000	1.7515	0.2899	0.3695	0.2553	0.2526	0.2579	0.3264	0.9054	0.8793	0.9178	0.9164	0.9200	0.8951	0.459555	0.452016	0.470000	0.456140	0.457748	0.456554	117
175000	1.7519	0.2899	0.3692	0.2550	0.2529	0.2581	0.3268	0.9054	0.8794	0.9178	0.9162	0.9200	0.8950	0.459416	0.452094	0.469957	0.456232	0.457734	0.456556	103
176000	1.7518	0.2895	0.3693	0.2547	0.2533	0.2581	0.3270	0.9056	0.8793	0.9179	0.9161	0.9200	0.8949	0.459444	0.452228	0.469956	0.456337	0.457803	0.456613	167
177000	1.7520	0.2890	0.3692	0.2547	0.2539	0.2580	0.3272	0.9057	0.8793	0.9179	0.9158	0.9200	0.8949	0.459287	0.452294	0.469863	0.456377	0.457803	0.456589	113
178000	1.7523	0.2886	0.3693	0.2545	0.2547	0.2579	0.3273	0.9058	0.8792	0.9180	0.9156	0.9200	0.8948	0.459118	0.452360	0.469815	0.456413	0.457784	0.456544	140
179000	1.7529	0.2882	0.3697	0.2542	0.2554	0.2578	0.3277	0.9060	0.8789	0.9181	0.9154	0.9200	0.8946	0.458943	0.452412	0.469772	0.456442	0.457753	0.456489	183
180000	1.7530	0.2877	0.3706	0.2537	0.2555	0.2578	0.3277	0.9061	0.8787	0.9182	0.9155	0.9200	0.8946	0.458773	0.452458	0.469728	0.456695	0.457730	0.456429	169
181000	1.7529	0.2874	0.3707	0.2535	0.2557	0.2578	0.3277	0.9061	0.8788	0.9182	0.9154	0.9201	0.8946	0.458622	0.452565	0.469748	0.456800	0.457728	0.456447	102
182000	1.7530	0.2873	0.3707	0.2535	0.2561	0.2578	0.3275	0.9062	0.8787	0.9182	0.9155	0.9201	0.8947	0.458428	0.452619	0.469715	0.456812	0.457659	0.456406	156
183000	1.7530	0.2872	0.3708	0.2532	0.2562	0.2580	0.3276	0.9062	0.8787	0.9183	0.9156	0.9200	0.8946	0.458216	0.452672	0.469695	0.456840	0.457595	0.456363	159
184000	1.7533	0.2872	0.3709	0.2530	0.2563	0.2583	0.3276	0.9062	0.8787	0.9183	0.9156	0.9199	0.8945	0.457979	0.452708	0.469649	0.456857	0.457532	0.456300	139
185000	1.7534	0.2873	0.3710	0.2526	0.2562	0.2586	0.3277	0.9061	0.8786	0.9185	0.9157	0.9198	0.8945	0.457730	0.452735	0.469608	0.456861	0.457473	0.456233	166
186000	1.7532	0.2874	0.3714	0.2522	0.2561	0.2586	0.3275	0.9061	0.8783	0.9186	0.9157	0.9199	0.8947	0.457601	0.452787	0.469576	0.456927	0.457466	0.456219	154
187000	1.7535	0.2877	0.3725	0.2517	0.2558	0.2585	0.3272	0.9060	0.8779	0.9188	0.9159	0.9199	0.8947	0.457424	0.452807	0.469517	0.456942	0.457407	0.456168	195
188000	1.7538	0.2881	0.3736	0.2515	0.2554	0.2582	0.3270	0.9058	0.8775	0.9188	0.9160	0.9201	0.8949	0.457234	0.452808	0.469450	0.456950	0.457329	0.456116	184
189000	1.7541	0.2884	0.3746	0.2513	0.2551	0.2580	0.3267	0.9057	0.8771	0.9189	0.9161	0.9201	0.8949	0.457047	0.452806	0.469385	0.456963	0.457248	0.456050	196
190000	1.7546	0.2887	0.3758	0.2509	0.2549	0.2579	0.3263	0.9055	0.8768	0.9190	0.9161	0.9201	0.8950	0.456885	0.452822	0.469346	0.456994	0.457187	0.456009	164
191000	1.7546	0.2888	0.3770	0.2505	0.2546	0.2577	0.3260	0.9056	0.8762	0.9192	0.9163	0.9201	0.8951	0.456777	0.452893	0.469369	0.457040	0.457230	0.456017	191
192000	1.7548	0.2888	0.3786	0.2500	0.2542	0.2575	0.3257	0.9056	0.8757	0.9193	0.9164	0.9202	0.8952	0.456636	0.452935	0.469373	0.457022	0.457236	0.455968	201
193000	1.7552	0.2888	0.3800	0.2497	0.2540	0.2573	0.3254	0.9056	0.8752	0.9194	0.9164	0.9203	0.8952	0.456489	0.452986	0.469383	0.457014	0.457251	0.455928	195
194000	1.7556	0.2888	0.3813	0.2494	0.2538	0.2570	0.3253	0.9056	0.8749	0.9194	0.9165	0.9204	0.8952	0.456329	0.453045	0.469395	0.457002	0.457268	0.455882	174
195000	1.7558	0.2887	0.3823	0.2492	0.2535	0.2568	0.3252	0.9056	0.8745	0.9195	0.9166	0.9206	0.8953	0.456185	0.453090	0.469399	0.456987	0.457279	0.455823	179
196000	1.7559	0.2884	0.3838	0.2488	0.2534	0.2566	0.3249	0.9058	0.8740	0.9196	0.9167	0.9206	0.8953	0.456116	0.453228	0.469449	0.456983	0.457340	0.455890	209
197000	1.7560	0.2882	0.3848	0.2484	0.2533	0.2565	0.3248	0.9058	0.8737	0.9197	0.9167	0.9207	0.8953	0.455958	0.453317	0.469505	0.456923	0.457350	0.455903	182
198000	1.7563	0.2880	0.3857	0.2483	0.2531	0.2562	0.3249	0.9058	0.8735	0.9198	0.9169	0.9208	0.8953	0.455831	0.453457	0.469609	0.456916	0.457392	0.455953	176
199000	1.7565	0.2879	0.3865	0.2480	0.2531	0.2561	0.3248	0.9058	0.8732	0.9199	0.9169	0.9208	0.8953	0.455651	0.453531	0.469720	0.456854	0.457377	0.455957	174
200000	1.7567	0.2880	0.3873	0.2476	0.2530	0.2560	0.3248	0.9058	0.8730	0.9201	0.9170	0.9208	0.8953	0.455455	0.453588	0.469812	0.456788	0.457352	0.455961	175
201000	1.7566	0.2880	0.3879	0.2471	0.2530	0.2558	0.3247	0.9058	0.8727	0.9202	0.9170	0.9209	0.8953	0.455505	0.453789	0.469912	0.456844	0.457441	0.456029	197
202000	1.7565	0.2880	0.3883	0.2470	0.2531	0.2556	0.3245	0.9057	0.8727	0.9203	0.9170	0.9211	0.8954	0.455508	0.453946	0.470056	0.456856	0.457470	0.456033	189
203000	1.7565	0.2882	0.3887	0.2468	0.2532	0.2555	0.3242	0.9057	0.8725	0.9205	0.9170	0.9211	0.8954	0.455508	0.454097	0.470180	0.456864	0.457461	0.456032	202
204000	1.7567	0.2882	0.3890	0.2465	0.2532	0.2555	0.3243	0.9057	0.8726	0.9206	0.9170	0.9211	0.8954	0.455495	0.454223	0.470311	0.456850	0.457466	0.456020	168
205000	1.7569	0.2882	0.3892	0.2463	0.2533	0.2554	0.3245	0.9057	0.8726	0.9207	0.9169	0.9211	0.8953	0.455504	0.454376	0.470449	0.456869	0.457562	0.456037	202
206000	1.7569	0.2882	0.3899	0.2458	0.2534	0.2552	0.3245	0.9057	0.8722	0.9210	0.9170	0.9212	0.8953	0.455620	0.454572	0.470539	0.456957	0.457654	0.456145	245
207000	1.7571	0.2882	0.3908	0.2453	0.2532	0.2549	0.3246	0.9056	0.8720	0.9211	0.9170	0.9213	0.8953	0.455683	0.454742	0.470577	0.457003	0.457710	0.456204	172
208000	1.7572	0.2882	0.3914	0.2449	0.2531	0.2549	0.3247	0.9057	0.8717	0.9212	0.9171	0.9213	0.8952	0.455741	0.454907	0.470625	0.457059	0.457770	0.456266	211
209000	1.7572	0.2880	0.3920	0.2446	0.2531	0.2548	0.3248	0.9059	0.8716	0.9213	0.9170	0.9213	0.8951	0.455788	0.455062	0.470671	0.457102	0.457812	0.456316	170
210000	1.7574	0.2878	0.3925	0.2443	0.2530	0.2547	0.3251	0.9060	0.8714	0.9214	0.9171	0.9213	0.8950	0.455854	0.455237	0.470738	0.457171	0.457883	0.456370	159
211000	1.7573	0.2878	0.3933	0.2440	0.2529	0.2545	0.3249	0.9059	0.8711	0.9215	0.9171	0.9215	0.8952	0.456049	0.455479	0.470815	0.457340	0.458011	0.456451	206
212000	1.7573	0.2880	0.3937	0.2437	0.2528	0.2544	0.3247	0.9060	0.8711	0.9216	0.9172	0.9215	0.8952	0.456219	0.455718	0.470880	0.457496	0.458027	0.456509	173
213000	1.7572	0.2883	0.3941	0.2434	0.2527	0.2544	0.3243	0.9059	0.8709	0.9216	0.9172	0.9215	0.8954	0.456366	0.455950	0.470938	0.457639	0.458097	0.456557	183
214000	1.7571	0.2885	0.3944	0.2434	0.2525	0.2544	0.3240	0.9058	0.8708	0.9216	0.9173	0.9215	0.8954	0.456482	0.456156	0.470984	0.457764	0.458116	0.456586	178
215000	1.7573	0.2887	0.3949	0.2432	0.2522	0.2544	0.3240	0.9058	0.8706	0.9217	0.9174	0.9215	0.8954	0.456577	0.456341	0.471017	0.457871	0.458064	0.456600	189
216000	1.7573	0.2886	0.3960	0.2429	0.2520	0.2541	0.3238	0.9059	0.8702	0.9218	0.9175	0.9216	0.8954	0.456682	0.456510	0.471080	0.457972	0.458154	0.456696	243
217000	1.7575	0.2883	0.3967	0.2428	0.2519	0.2541	0.3238	0.9059	0.8701	0.9218	0.9174	0.9216	0.8954	0.456738	0.456642	0.471099	0.457987	0.458181	0.456741	168
218000	1.7577	0.2882	0.3971	0.2425	0.2521	0.2541	0.3237	0.9060	0.8699	0.9219	0.9173	0.9215	0.8955	0.456794	0.456775	0.471122	0.457986	0.458204	0.456784	174
219000	1.7578	0.2879	0.3974	0.2424	0.2523	0.2542	0.3235	0.9061	0.8698	0.9219	0.9173	0.9215	0.8955	0.456836	0.456892	0.471129	0.457961	0.458189	0.456808	155
220000	1.7579	0.2877	0.3979	0.2422	0.2525	0.2542	0.3234	0.9062	0.8696	0.9220	0.9172	0.9214	0.8956	0.456860	0.456993	0.471134	0.457925	0.458177	0.456828	147
221000	1.7578	0.2876	0.3981	0.2420	0.2527	0.2543	0.3231	0.9061	0.8696	0.9221	0.9172	0.9214	0.8957	0.456900	0.457072	0.471162	0.457990	0.458155	0.456879	162
222000	1.7579	0.2877	0.3982	0.2418	0.2529	0.2544	0.3229	0.9061	0.8696	0.9222	0.9172	0.9213	0.8957	0.456910	0.457130	0.471192	0.458039	0.458106	0.456890	146
223000	1.7580	0.2878	0.3980	0.2415	0.2531	0.2545	0.3231	0.9060	0.8697	0.9222	0.9172	0.9213	0.8956	0.456903	0.457169	0.471206	0.458072	0.458037	0.456878	130
224000	1.7582	0.2880	0.3980	0.2414	0.2531	0.2545	0.3232	0.9060	0.8697	0.9223	0.9171	0.9212	0.8955	0.456873	0.457189	0.471212	0.458085	0.457951	0.456846	124
225000	1.7581	0.2881	0.3978	0.2410	0.2532	0.2547	0.3232	0.9059	0.8697	0.9224	0.9171	0.9211	0.8955	0.456815	0.457183	0.471189	0.458071	0.457849	0.456795	128
226000	1.7581	0.2881	0.3977	0.2409	0.2533	0.2547	0.3234	0.9059	0.8698	0.9224	0.9171	0.9212	0.8954	0.456876	0.457247	0.471195	0.458099	0.457855	0.456791	159
227000	1.7581	0.2879	0.3975	0.2408	0.2534	0.2546	0.3239	0.9060	0.8699	0.9225	0.9171	0.9212	0.8951	0.456930	0.457285	0.471235	0.458100	0.457838	0.456759	159
228000	1.7583	0.2875	0.3972	0.2408	0.2535	0.2545	0.3247	0.9062	0.8700	0.9225	0.9170	0.9212	0.8948	0.456960	0.457296	0.471253	0.458087	0.457806	0.456713	182
229000	1.7584	0.2871	0.3970	0.2407	0.2537	0.2543	0.3255	0.9063	0.8700	0.9225	0.9170	0.9213	0.8946	0.456963	0.457277	0.471228	0.458046	0.457748	0.456637	183
230000	1.7586	0.2868	0.3969	0.2407	0.2538	0.2541	0.3262	0.9064	0.8701	0.9225	0.9170	0.9213	0.8944	0.456978	0.457266	0.471216	0.458010	0.457704	0.456576	150
231000	1.7585	0.2865	0.3968	0.2407	0.2539	0.2541	0.3265	0.9064	0.8702	0.9225	0.9169	0.9213	0.8943	0.456947	0.457201	0.471192	0.457986	0.457619	0.456455	150
232000	1.7584	0.2862	0.3967	0.2405	0.2539	0.2540	0.3271	0.9065	0.8702	0.9226	0.9170	0.9213	0.8940	0.456873	0.457116	0.471139	0.457919	0.457488	0.456290	198
233000	1.7585	0.2859	0.3966	0.2404	0.2539	0.2539	0.3278	0.9067	0.8703	0.9226	0.9170	0.9213	0.8938	0.456800	0.457042	0.471106	0.457859	0.457361	0.456140	199
234000	1.7583	0.2855	0.3964	0.2403	0.2540	0.2538	0.3283	0.9068	0.8705	0.9226	0.9170	0.9214	0.8936	0.456716	0.456959	0.471071	0.457799	0.457232	0.455980	168
235000	1.7583	0.2851	0.3962	0.2404	0.2541	0.2536	0.3290	0.9069	0.8707	0.9225	0.9170	0.9214	0.8933	0.456625	0.456876	0.471030	0.457733	0.457101	0.455822	190
236000	1.7585	0.2848	0.3959	0.2404	0.2542	0.2536	0.3294	0.9069	0.8706	0.9225	0.9170	0.9213	0.8933	0.456641	0.456868	0.471055	0.457755	0.457065	0.455752	136
237000	1.7583	0.2846	0.3958	0.2403	0.2545	0.2538	0.3292	0.9070	0.8706	0.9226	0.9169	0.9212	0.8934	0.456630	0.456845	0.471103	0.457767	0.457023	0.455645	142
238000	1.7586	0.2843	0.3960	0.2403	0.2548	0.2541	0.3291	0.9072	0.8706	0.9225	0.9169	0.9211	0.8934	0.456634	0.456838	0.471171	0.457800	0.457008	0.455560	135
239000	1.7588	0.2840	0.3960	0.2403	0.2551	0.2544	0.3290	0.9072	0.8706	0.9225	0.9169	0.9210	0.8934	0.456637	0.456827	0.471238	0.457834	0.456987	0.455471	116
240000	1.7589	0.2839	0.3960	0.2403	0.2552	0.2545	0.3289	0.9072	0.8706	0.9225	0.9170	0.9210	0.8934	0.456638	0.456812	0.471344	0.457859	0.456984	0.455390	117
241000	1.7591	0.2838	0.3961	0.2403	0.2552	0.2547	0.3289	0.9073	0.8706	0.9225	0.9170	0.9209	0.8933	0.456684	0.456896	0.471402	0.457894	0.457159	0.455393	145
242000	1.7592	0.2835	0.3961	0.2406	0.2550	0.2548	0.3292	0.9074	0.8706	0.9223	0.9171	0.9210	0.8933	0.456722	0.456976	0.471472	0.457927	0.457249	0.455393	172
243000	1.7594	0.2829	0.3960	0.2411	0.2549	0.2549	0.3296	0.9076	0.8706	0.9222	0.9171	0.9209	0.8931	0.456758	0.457055	0.471542	0.457968	0.457356	0.455391	192
244000	1.7597	0.2823	0.3961	0.2413	0.2548	0.2551	0.3301	0.9078	0.8707	0.9221	0.9171	0.9208	0.8929	0.456801	0.457150	0.471612	0.458025	0.457501	0.455407	178
245000	1.7598	0.2817	0.3961	0.2414	0.2548	0.2552	0.3307	0.9080	0.8706	0.9221	0.9172	0.9208	0.8927	0.456856	0.457252	0.471656	0.458092	0.457637	0.455426	196
246000	1.7597	0.2812	0.3960	0.2415	0.2548	0.2551	0.3310	0.9081	0.8707	0.9221	0.9171	0.9208	0.8926	0.456903	0.457348	0.471684	0.458145	0.457750	0.455463	150
247000	1.7597	0.2808	0.3958	0.2416	0.2551	0.2552	0.3312	0.9082	0.8707	0.9220	0.9170	0.9208	0.8925	0.456928	0.457425	0.471694	0.458161	0.457821	0.455460	120
248000	1.7599	0.2804	0.3957	0.2418	0.2551	0.2553	0.3316	0.9084	0.8708	0.9219	0.9170	0.9207	0.8923	0.456945	0.457497	0.471694	0.458178	0.457868	0.455447	146
249000	1.7602	0.2801	0.3956	0.2420	0.2552	0.2554	0.3320	0.9085	0.8708	0.9218	0.9170	0.9206	0.8922	0.456971	0.457583	0.471705	0.458200	0.457927	0.455455	98
250000	1.7604	0.2798	0.3953	0.2422	0.2553	0.2556	0.3322	0.9086	0.8709	0.9218	0.9170	0.9205	0.8921	0.456990	0.457653	0.471711	0.458210	0.457982	0.455450	120
251000	1.7606	0.2793	0.3953	0.2422	0.2554	0.2557	0.3327	0.9087	0.8709	0.9218	0.9170	0.9205	0.8919	0.457119	0.457780	0.471763	0.458301	0.458055	0.455488	161
252000	1.7608	0.2788	0.3951	0.2422	0.2555	0.2558	0.3334	0.9089	0.8710	0.9218	0.9169	0.9204	0.8917	0.457225	0.457900	0.471799	0.458370	0.458106	0.455505	153
253000	1.7609	0.2783	0.3950	0.2422	0.2556	0.2560	0.3338	0.9090	0.8710	0.9218	0.9169	0.9204	0.8916	0.457318	0.458013	0.471831	0.458436	0.458134	0.455520	140
254000	1.7613	0.2779	0.3950	0.2421	0.2558	0.2562	0.3343	0.9092	0.8710	0.9218	0.9168	0.9203	0.8914	0.457429	0.458138	0.471881	0.458513	0.458157	0.455554	145
